,Douglas,Cass,Knox,Sarpy,Adams,Lincoln,Nemaha,Buffalo,Lancaster,Dawson,Madison,Washington,Saunders,Dodge,Hall,Kearney,Gosper,Platte,Scotts Bluff,Antelope,Unknown,York,Kimball,Cuming,Colfax,Gage,Hamilton,Otoe,Merrick,Cherry,Johnson,Phelps,Seward,Cheyenne,Custer,Stanton,Burt,Polk,Clay,Franklin,Webster,Box Butte,Pierce,Wayne,Dakota,Saline,Morrill,Howard,Nance,Butler,Red Willow,Furnas,Dixon,Fillmore,Greeley,Sherman,Thurston,Jefferson,Cedar,Valley,Frontier,Hitchcock,Keith,Holt,Boone,Thomas,Dawes,Richardson,Nuckolls,Chase,Thayer,Boyd,Garden,Garfield,Banner,Sioux,Harlan,Rock,Sheridan,Hooker,McPherson,Pawnee,Deuel,Dundy,Perkins,Wheeler,Arthur,Brown,Keya Paha,Logan,Loup,Grant,Blaine
2020-08-06,11036,169,33,2179,350,97,25,385,3244,954,458,116,150,788,1748,49,19,783,297,19,71,77,15,67,698,87,99,44,59,4,13,37,110,26,42,28,29,26,49,12,9,11,19,37,1915,594,58,55,8,58,16,15,57,24,9,11,205,15,22,10,3,1,20,12,7,1,9,21,5,6,26,4,4,3,2,5,1,3,9,4,5,9,2,1,17,,1,,,,,,
2020-08-07,11153,172,33,2220,353,99,28,401,3266,956,466,117,153,791,1756,50,19,784,298,19,76,78,15,67,700,89,100,45,61,4,13,37,116,26,44,29,31,26,50,12,9,11,20,37,1922,595,58,55,8,60,17,15,58,24,10,11,205,15,22,10,3,2,20,13,8,1,10,21,5,6,26,4,4,3,3,5,1,3,10,4,5,9,2,1,19,,1,,,,,,
2020-08-08,11232,176,33,2238,353,109,28,406,3287,956,466,118,156,799,1756,51,19,792,301,19,47,78,15,67,701,89,100,45,61,4,13,37,118,26,45,29,31,26,50,12,9,12,20,37,1924,595,58,55,8,60,16,15,58,24,10,11,205,16,22,10,3,1,22,13,8,1,10,22,5,6,27,4,4,3,3,5,1,3,9,4,5,9,2,1,19,,1,,,,,,
2020-08-09,11284,178,33,2258,353,123,28,415,3313,959,466,125,160,806,1756,52,19,792,301,19,74,79,15,67,701,89,100,52,62,4,13,37,119,26,46,29,33,26,50,12,9,12,21,37,1924,595,58,55,8,60,16,15,58,24,10,11,205,17,22,10,3,1,22,13,8,1,10,22,5,6,27,4,4,3,3,5,1,3,9,4,5,9,2,1,18,1,1,,,,,,
2020-08-10,11375,180,35,2290,358,125,33,435,3337,961,485,126,161,817,1762,53,19,797,301,19,69,80,15,67,703,90,101,53,62,4,14,40,122,26,48,32,40,27,50,12,10,12,21,37,1928,597,58,55,8,60,17,15,57,24,10,11,205,17,22,10,3,1,23,13,8,1,10,23,5,7,27,5,4,4,3,5,1,3,11,4,5,9,2,1,18,1,1,,,,,,
2020-08-11,11546,182,35,2323,361,129,34,449,3361,967,485,130,167,820,1762,58,19,799,304,19,89,84,15,68,704,90,101,55,63,4,14,40,125,26,50,33,40,27,50,13,10,13,23,38,1930,597,59,55,8,62,17,15,57,24,10,11,211,18,23,10,3,1,23,13,8,1,10,24,5,7,27,5,4,4,2,5,1,3,11,4,5,9,2,1,18,1,1,,,,,,
2020-08-12,11643,189,34,2349,362,146,39,456,3384,968,495,131,165,822,1769,62,19,800,305,21,56,87,15,68,704,93,101,56,63,4,14,41,125,26,52,32,41,27,50,13,10,14,29,38,1931,597,63,55,9,63,17,15,57,27,10,12,211,18,23,11,3,1,28,13,8,2,10,24,5,7,27,6,4,4,2,5,1,3,11,4,5,9,2,1,19,2,1,,,,,,
2020-08-13,11816,203,38,2409,363,154,48,462,3415,968,505,134,170,832,1769,67,20,804,309,20,83,89,15,68,705,93,101,57,62,4,14,42,127,27,53,32,45,27,50,15,10,15,37,38,1935,597,63,55,9,63,18,15,57,28,10,12,211,18,24,11,3,1,32,14,10,2,12,24,6,7,27,7,4,4,2,5,1,3,12,4,5,9,2,1,19,1,1,1,,,,,
2020-08-14,11943,209,40,2441,364,172,50,481,3431,970,511,138,173,832,1782,81,20,812,311,20,78,90,15,72,707,95,103,63,62,4,14,43,130,26,57,32,48,28,50,15,10,16,37,40,1934,600,63,55,10,66,18,16,57,29,10,14,211,19,26,12,3,1,33,14,11,2,14,27,6,7,27,8,4,4,2,5,2,3,12,4,6,9,2,1,21,1,1,2,,,,,
2020-08-15,12049,213,41,2471,364,190,50,494,3452,973,514,146,174,837,1782,82,22,815,312,21,75,93,15,72,707,96,103,63,62,4,14,43,131,26,57,32,52,28,50,15,10,16,44,40,1939,602,63,56,10,66,18,17,57,29,10,14,211,19,27,13,4,1,37,14,11,2,15,27,6,7,27,8,4,6,2,5,2,3,12,4,6,9,2,1,21,1,1,2,,,,,
2020-08-16,12140,214,41,2488,365,194,50,500,3467,977,514,147,177,843,1782,83,22,817,313,21,23,94,15,72,708,97,103,64,63,4,17,45,133,26,57,33,53,28,50,15,10,16,45,40,1943,603,63,57,10,66,18,17,57,29,10,14,211,19,28,13,4,1,38,14,11,2,16,27,6,9,27,8,4,6,2,5,2,3,12,4,6,9,2,2,24,1,1,2,,,,,
2020-08-17,12194,215,42,2506,370,200,52,512,3486,980,523,148,181,849,1790,84,22,821,315,21,19,93,15,73,709,100,105,70,63,4,19,49,134,26,59,33,54,28,50,15,10,17,48,39,1944,604,63,57,11,66,18,17,57,29,10,15,211,19,29,13,4,1,41,14,14,2,17,28,6,9,27,8,4,6,2,5,2,3,12,4,6,9,2,3,24,1,1,2,,,,,
2020-08-18,12250,213,41,2456,360,208,35,480,3501,954,523,150,176,845,1790,79,19,776,319,16,587,89,14,74,683,104,106,72,60,5,22,42,126,26,56,13,57,27,49,17,11,17,46,39,1925,593,60,55,10,69,16,16,57,28,9,13,123,17,30,11,4,1,45,14,16,2,23,26,7,9,28,7,6,7,1,,1,2,12,4,6,8,4,3,16,2,1,1,4,,,,
2020-08-19,12360,225,43,2583,375,222,53,535,3520,982,537,148,185,855,1800,88,22,824,320,20,45,97,15,73,710,109,105,77,64,4,20,51,136,27,63,32,54,28,51,16,10,18,53,39,1946,607,63,57,11,69,18,17,57,29,10,14,212,19,33,15,4,1,41,14,16,2,22,28,6,10,27,8,5,6,2,5,2,3,12,4,6,10,2,3,25,1,1,2,,1,,,
2020-08-20,12435,226,44,2615,379,245,56,544,3553,983,541,152,188,859,1800,93,22,830,322,21,88,97,15,73,710,110,105,81,64,5,20,52,138,27,64,32,56,30,51,16,11,18,53,40,1953,608,63,58,11,70,18,17,57,29,10,14,215,19,34,17,4,1,40,15,16,2,39,28,8,10,27,10,5,6,2,5,2,3,12,4,6,10,2,3,25,1,1,2,,2,,,
2020-08-21,12534,230,47,2639,381,248,59,554,3591,985,564,158,190,863,1812,96,22,830,323,21,69,96,15,73,710,110,106,86,65,5,21,52,143,27,66,32,56,30,53,16,11,18,56,43,1956,613,63,59,11,71,18,18,57,30,10,14,216,19,39,17,4,1,44,15,16,2,44,28,7,11,27,10,5,6,3,5,2,4,14,4,6,10,2,6,27,1,1,2,,2,,,
2020-08-22,12614,235,48,2658,381,250,59,566,3618,986,564,157,189,865,1812,97,22,832,327,22,37,101,15,73,711,112,106,86,63,5,21,52,145,27,66,32,57,31,53,16,11,19,56,44,1959,615,63,60,11,73,18,18,57,30,10,15,216,19,40,18,5,2,44,16,16,3,49,28,7,11,27,10,5,6,3,5,2,4,14,4,6,10,2,5,27,1,1,2,,2,,,
2020-08-23,12679,235,47,2658,381,251,59,573,3635,987,564,158,189,865,1812,97,22,831,331,23,30,101,15,74,713,112,106,86,62,5,21,53,147,27,66,32,57,31,53,17,11,19,56,45,1960,615,63,60,11,73,18,19,57,30,10,15,217,19,42,18,5,2,43,16,16,3,52,30,7,11,27,10,6,6,3,5,2,5,14,4,6,10,3,5,28,1,1,2,,3,,,
2020-08-24,12735,236,49,2697,384,254,61,582,3641,988,576,158,189,868,1819,97,22,830,331,23,18,102,15,74,713,118,106,91,62,5,21,54,147,28,66,32,57,31,54,17,11,19,56,45,1963,617,64,60,11,73,18,19,58,30,10,15,217,19,42,18,5,2,46,17,16,3,53,30,7,11,27,10,6,6,3,5,3,5,14,4,6,10,2,5,28,1,1,2,,3,,,
2020-08-25,12878,241,56,2721,387,257,68,591,3707,989,576,163,196,876,1819,97,23,832,342,23,,104,15,78,714,123,106,94,63,5,21,55,147,28,67,32,60,32,53,17,13,19,57,46,1966,620,64,60,11,75,18,20,57,30,10,15,217,19,44,18,6,2,47,17,18,4,57,30,9,11,27,10,6,6,3,5,4,5,14,4,6,10,2,5,28,1,1,3,,3,,,
2020-08-26,12958,245,57,2735,392,265,71,612,3741,993,576,169,202,883,1822,101,23,834,348,23,75,107,15,78,716,125,106,100,63,6,21,56,154,28,69,32,61,32,54,18,13,21,60,46,1971,624,64,61,11,77,18,20,57,30,11,15,217,19,44,18,6,2,47,19,20,4,64,31,9,11,27,10,7,6,2,5,4,5,20,4,6,10,2,5,29,1,1,3,1,3,,,
2020-08-27,13109,250,59,2753,396,265,75,632,3802,995,576,171,209,892,1823,105,23,842,351,24,104,108,15,78,718,125,106,105,63,9,22,59,157,28,69,33,62,32,55,18,13,21,60,48,1977,627,64,62,11,79,18,20,58,31,11,15,218,19,45,18,6,2,47,19,21,4,65,31,9,11,27,10,7,6,2,6,4,5,20,4,6,10,2,5,29,1,1,3,1,3,1,,
2020-08-28,13221,250,61,2772,399,267,77,654,3875,998,576,173,214,896,1845,108,23,848,354,24,77,109,15,79,721,126,106,109,65,19,22,65,162,28,72,33,63,32,57,18,13,23,59,51,1986,630,64,64,11,83,18,23,60,31,12,15,219,19,45,18,6,2,46,19,22,3,71,32,10,11,27,10,7,6,2,6,4,6,21,4,6,10,2,7,29,1,1,3,1,3,1,,
2020-08-29,13352,251,62,2812,401,269,77,664,3923,1001,576,173,219,904,1845,108,23,853,355,24,91,109,15,81,722,130,106,112,65,19,23,65,163,28,73,33,64,33,57,19,13,23,60,52,1992,631,64,64,11,94,18,26,61,31,12,15,220,19,45,18,6,2,46,20,22,3,73,33,10,11,27,10,7,6,2,6,4,7,21,4,6,10,2,7,29,1,1,3,1,3,1,,
2020-08-30,13445,253,62,2832,403,269,78,676,3990,1002,588,175,222,911,1845,110,23,864,357,25,110,113,15,82,726,130,106,114,66,21,23,67,163,28,73,33,64,33,57,19,13,23,60,52,2000,633,64,64,11,94,18,26,61,31,12,15,221,19,46,18,6,2,46,20,24,3,73,34,10,11,27,10,7,6,2,6,5,9,21,4,6,10,2,8,29,1,1,3,1,3,2,,
2020-08-31,13496,256,65,2841,410,270,80,682,4059,1005,602,176,226,912,1861,111,24,872,358,25,95,113,15,83,729,132,109,114,67,21,23,68,164,28,74,34,66,33,57,20,13,25,60,54,2010,634,66,64,11,94,20,29,61,31,12,16,223,19,48,19,6,2,46,20,26,3,76,34,10,11,27,10,7,6,2,6,6,9,23,4,6,10,3,8,30,1,1,3,1,3,2,,
2020-09-01,13573,259,68,2885,416,272,86,697,4117,1009,637,176,237,918,1861,111,24,873,363,25,48,114,15,83,729,133,109,121,70,22,26,71,166,29,74,33,68,33,58,20,13,28,60,54,2013,635,66,64,11,94,20,28,63,31,12,17,224,19,48,19,6,2,47,21,26,3,85,35,11,13,27,10,7,6,2,6,7,10,27,4,6,11,3,9,30,1,1,4,1,3,2,,
2020-09-02,13685,263,69,2899,419,276,95,713,4213,1012,637,176,250,921,1882,114,24,879,368,27,84,114,15,87,730,137,109,123,71,24,27,75,167,29,76,34,69,33,59,20,13,29,62,56,2021,641,66,63,12,94,19,28,64,32,12,18,228,22,49,19,7,2,47,22,28,3,88,36,10,13,27,10,8,6,2,6,7,14,30,4,6,12,3,9,29,1,1,5,1,3,2,,
2020-09-03,13797,268,76,2907,428,333,95,732,4313,1016,662,180,255,926,1882,115,24,895,369,27,101,119,15,93,731,139,109,125,73,27,28,78,171,29,77,34,69,34,61,20,14,31,65,57,2033,643,66,63,13,96,19,27,66,34,12,18,231,22,50,19,6,2,47,24,29,4,90,36,10,15,27,10,8,6,2,6,8,17,30,6,6,12,3,9,29,1,1,5,1,5,2,,
2020-09-04,13866,268,77,2930,429,332,97,740,4397,1021,662,180,255,934,1882,115,24,893,371,28,56,120,15,95,732,138,111,125,74,30,28,78,172,29,76,34,69,34,63,20,14,31,66,57,2040,644,67,64,13,96,19,28,67,34,12,18,233,22,52,20,6,2,48,24,30,5,91,37,11,15,27,10,8,6,2,6,8,17,30,6,6,12,3,9,30,1,1,5,1,5,2,,
2020-09-05,13917,269,78,2945,429,333,97,750,4445,1021,662,180,257,939,1882,116,24,896,371,28,34,120,15,96,732,138,111,125,75,30,28,79,173,30,76,34,69,34,62,20,14,31,68,56,2050,645,67,65,13,96,19,28,67,34,13,18,234,23,52,20,6,2,48,25,32,5,91,37,11,16,27,10,8,6,2,6,8,19,31,6,6,12,3,9,31,1,1,5,1,5,2,,
2020-09-06,13963,269,81,2950,430,334,97,759,4468,1024,662,180,259,940,1885,118,24,896,371,28,,121,15,95,733,140,111,125,75,35,28,79,173,30,76,34,69,34,63,20,14,31,71,56,2053,646,67,65,14,96,19,28,67,34,13,18,236,23,53,20,6,2,48,25,32,5,91,38,11,16,27,10,8,6,2,6,8,19,31,6,6,12,3,9,31,1,1,5,1,5,2,,
2020-09-07,13963,271,81,2974,430,336,97,764,4498,1026,662,180,260,942,1885,118,24,901,374,28,,120,15,95,732,140,111,126,75,35,29,79,173,30,76,34,69,34,63,20,14,31,70,56,2056,646,67,65,14,96,20,28,69,34,13,18,236,23,53,20,6,2,48,27,33,5,91,38,11,16,27,10,8,6,2,6,8,19,31,6,6,12,3,9,31,1,1,5,1,5,2,,
2020-09-08,14056,273,84,2988,436,336,100,784,4582,1035,662,180,274,958,1889,120,25,921,378,29,125,123,15,101,734,146,111,126,75,35,30,80,177,30,77,34,69,35,63,20,14,33,72,60,2058,648,67,67,15,96,20,29,69,38,14,18,239,26,59,20,6,2,48,29,35,5,101,38,12,16,28,10,9,6,2,6,8,19,34,7,6,12,3,9,31,2,1,6,1,5,2,,
2020-09-09,14172,276,84,3024,441,337,103,796,4700,1037,702,181,290,964,1906,120,25,930,384,32,85,125,15,102,736,154,112,127,75,35,31,80,179,30,78,35,70,36,64,20,14,37,77,67,2064,653,69,70,16,97,21,29,70,40,15,18,239,26,63,21,6,2,49,31,38,5,106,42,13,16,28,10,9,6,2,6,8,19,35,7,6,12,3,9,31,2,1,7,1,6,2,,
2020-09-10,14276,281,85,3055,448,339,105,818,4843,1039,718,181,292,974,1908,123,26,944,387,34,111,128,15,104,739,157,112,127,75,35,31,83,179,30,78,35,70,38,64,20,15,39,82,68,2070,658,68,70,16,97,21,29,72,41,16,18,240,26,63,21,6,2,49,35,42,5,107,44,13,16,28,10,9,6,2,7,8,23,36,7,6,12,3,9,31,1,1,8,2,6,2,,
2020-09-11,14362,284,88,3088,453,340,108,850,5000,1041,732,187,305,985,1918,126,30,953,387,35,96,130,15,105,741,162,113,129,76,37,32,85,181,31,79,35,71,39,64,20,14,41,84,75,2076,661,71,70,17,97,21,29,74,44,17,19,240,26,71,25,6,2,51,35,43,5,107,46,13,16,28,12,9,6,2,7,8,33,37,7,6,13,3,10,32,1,1,8,1,6,2,,
2020-09-12,14430,285,88,3108,458,342,109,858,5102,1043,732,190,312,992,1918,126,30,956,387,36,85,134,15,105,742,163,113,130,78,37,33,89,187,31,79,35,72,42,64,20,14,42,84,77,2078,663,71,71,17,100,21,30,75,46,18,19,240,26,72,25,6,2,51,35,45,5,108,46,13,16,28,12,9,6,2,7,8,33,38,7,6,13,3,10,32,1,1,10,2,6,2,,
2020-09-13,14488,286,89,3120,458,343,109,867,5155,1046,732,190,313,993,1918,126,30,958,387,36,15,135,15,105,743,163,113,130,78,37,33,89,187,31,79,35,72,43,64,20,14,42,83,78,2081,664,71,71,17,100,21,30,75,46,18,19,240,26,72,25,6,2,51,35,45,5,108,47,13,16,28,12,9,6,2,7,8,33,38,7,6,13,3,10,32,1,1,10,2,6,2,,
2020-09-14,14577,289,95,3179,469,345,108,883,5196,1052,732,195,329,1007,1924,126,30,963,389,38,132,137,15,105,744,169,113,131,79,37,34,91,190,32,79,37,72,43,64,20,15,44,84,80,2085,668,72,73,18,101,21,30,75,48,20,19,241,26,71,25,6,3,52,37,46,5,112,47,13,17,28,12,9,6,2,7,8,34,38,7,6,13,3,10,32,1,1,11,2,6,2,,
2020-09-15,14662,289,98,3209,480,347,108,892,5302,1055,753,202,348,1016,1932,126,31,969,392,41,94,139,15,105,744,172,113,130,79,37,34,92,193,33,79,38,72,43,64,20,14,45,87,82,2086,670,73,74,18,101,22,30,75,48,20,19,241,27,72,25,6,3,52,40,50,5,113,48,13,18,28,12,9,6,2,7,8,34,40,7,6,14,4,10,33,1,1,12,3,6,2,,
2020-09-16,14765,291,104,3250,482,349,109,897,5388,1058,774,213,366,1025,1941,131,31,980,393,44,93,140,15,106,750,176,114,130,79,37,37,96,196,34,80,38,73,45,64,20,14,51,93,82,2110,673,73,77,21,103,25,32,79,48,20,20,241,27,73,26,6,3,54,42,52,5,114,49,13,18,28,12,9,7,2,7,11,35,46,7,6,15,4,10,33,1,1,15,3,6,2,1,
2020-09-17,14901,296,123,3289,491,350,109,910,5468,1058,788,230,378,1041,1949,135,31,985,398,46,101,142,15,111,752,189,114,132,79,41,38,99,198,34,80,39,74,48,65,22,15,51,96,101,2120,681,74,78,21,104,24,33,82,49,21,21,244,28,73,26,7,4,54,44,57,5,114,50,13,18,28,12,9,6,2,7,12,35,46,7,6,15,4,10,33,1,1,16,4,6,3,1,
2020-09-18,15017,300,128,3320,499,355,112,940,5540,1066,788,237,387,1053,1958,137,32,1006,404,48,117,145,15,113,756,197,119,134,80,41,38,102,200,35,80,39,74,48,66,22,15,52,97,112,2128,688,75,88,23,104,25,33,82,50,21,23,243,28,74,27,7,4,57,48,60,5,114,50,13,18,29,17,9,6,2,7,13,37,47,7,6,15,4,11,33,1,1,16,4,6,3,1,
2020-09-19,15121,304,131,3356,506,356,114,953,5630,1067,788,242,401,1076,1958,137,32,1010,405,53,143,148,15,119,758,201,119,135,81,42,40,102,203,36,80,39,75,49,66,22,15,53,100,115,2140,692,75,88,24,106,25,33,83,51,22,23,244,29,73,30,7,4,60,50,63,5,114,50,13,20,29,17,9,6,2,7,14,37,47,7,6,15,4,11,33,1,1,17,4,6,3,1,
2020-09-20,15198,304,131,3381,508,357,116,966,5698,1067,788,244,405,1084,1959,137,33,1019,405,55,158,148,15,121,760,201,121,137,81,45,40,102,206,36,81,39,75,51,68,23,15,53,99,121,2150,695,75,89,25,107,25,34,84,52,22,23,245,29,73,30,7,4,60,50,63,5,114,51,13,20,29,17,9,7,2,7,16,37,47,7,6,15,4,11,33,1,1,24,4,6,3,1,
2020-09-21,15264,311,139,3407,510,358,116,988,5774,1068,788,248,413,1102,1963,137,33,1028,405,59,157,148,15,120,762,206,124,139,81,46,40,103,207,36,81,39,75,51,71,23,16,56,101,123,2155,698,75,90,25,108,26,37,84,53,22,23,245,29,74,30,7,4,60,54,63,5,114,52,13,20,29,17,9,8,2,7,17,39,47,7,6,15,4,11,33,1,1,24,4,6,3,1,
2020-09-22,15363,314,145,3439,514,362,119,998,5850,1071,836,249,423,1113,1973,139,34,1037,406,64,192,151,15,120,765,211,124,143,81,46,41,103,212,36,81,39,75,52,72,23,17,58,101,124,2159,701,76,93,27,108,27,37,86,53,22,23,246,29,76,30,7,4,61,56,71,5,118,53,14,20,29,17,9,8,2,7,18,39,48,7,6,16,4,11,33,1,1,24,4,7,3,1,
2020-09-23,15509,319,151,3489,520,362,119,1014,5938,1071,836,253,436,1123,1979,139,34,1043,407,65,161,159,15,124,767,212,130,144,81,46,42,106,216,36,83,39,76,54,71,24,17,70,101,126,2176,709,76,94,39,111,30,38,85,54,25,23,247,28,80,30,7,4,62,63,73,5,119,53,15,23,29,19,9,8,2,7,19,40,48,7,6,17,4,11,34,1,1,26,4,6,3,1,
2020-09-24,15629,323,156,3520,534,363,121,1024,6018,1072,845,260,446,1146,1989,139,34,1056,407,67,203,161,15,126,768,220,130,144,81,47,45,106,218,37,83,39,75,55,71,24,17,72,103,137,2183,714,76,94,40,111,31,39,86,55,25,23,252,28,80,30,7,4,64,65,75,6,121,53,15,23,29,20,9,8,2,7,20,39,48,7,6,17,4,11,34,1,1,27,5,6,3,1,
2020-09-25,15702,325,160,3547,542,368,122,1043,6137,1075,860,262,456,1153,2003,140,34,1069,411,67,182,162,15,135,771,239,132,146,80,47,46,106,223,36,84,39,75,57,72,28,16,76,103,139,2192,723,78,95,46,113,33,39,87,55,27,24,256,29,80,37,7,4,64,70,78,4,121,53,16,23,31,21,10,10,2,7,21,42,48,7,6,19,4,11,33,1,1,33,5,6,3,1,1
2020-09-26,15864,329,162,3598,543,369,122,1046,6233,1079,860,263,466,1168,2007,140,34,1076,414,68,155,165,15,143,781,246,132,150,80,47,49,107,232,36,84,39,76,57,72,28,16,78,105,142,2208,734,78,95,47,113,33,39,88,55,27,24,257,29,83,38,7,4,64,74,78,4,123,53,16,23,31,22,10,10,2,7,22,42,48,7,6,19,4,11,33,1,1,34,5,6,3,1,1
2020-09-27,16027,330,162,3640,548,372,122,1069,6294,1083,860,268,469,1185,2015,141,35,1107,414,69,184,167,15,147,783,249,132,152,80,47,53,107,233,37,84,39,76,59,72,28,16,79,106,154,2215,737,78,95,49,117,33,39,90,55,27,24,257,31,84,40,8,4,64,74,82,4,123,55,16,23,31,24,10,11,2,7,23,42,48,7,6,19,4,11,33,1,1,34,5,6,3,1,1
2020-09-28,16164,334,171,3687,558,428,122,1085,6346,1086,860,274,474,1194,2018,145,35,1111,419,76,206,169,15,152,786,255,134,155,80,47,58,107,233,39,87,39,77,60,72,28,17,83,108,161,2237,739,78,98,49,120,39,39,91,55,28,24,260,31,87,42,8,4,65,84,85,4,124,55,16,23,31,26,10,12,2,7,23,42,49,11,6,20,4,11,32,1,1,34,5,6,3,1,1
2020-09-29,16297,336,175,3729,570,431,128,1097,6425,1090,860,273,480,1214,2033,149,38,1131,423,79,208,174,15,154,789,260,134,163,81,50,61,108,238,39,87,39,78,61,77,31,18,88,110,162,2243,743,78,98,49,123,40,40,92,56,31,26,262,32,89,42,8,5,65,88,85,5,126,56,16,23,31,27,10,12,2,7,23,42,49,11,6,19,4,12,32,1,1,35,5,6,3,1,1
2020-09-30,16438,343,180,3778,574,439,130,1120,6532,1090,904,279,489,1227,2040,149,39,1135,424,80,157,182,17,158,794,265,142,167,82,51,65,110,239,43,91,41,81,65,80,31,18,91,109,169,2258,746,79,100,50,125,42,40,95,57,32,27,266,32,89,43,8,6,65,93,88,5,130,57,17,24,31,30,10,12,2,7,24,44,49,13,6,19,4,12,32,1,1,38,5,7,3,1,1
2020-10-01,16614,347,183,3832,580,449,132,1145,6641,1094,904,282,497,1240,2061,152,41,1147,427,94,180,184,19,159,795,270,142,170,83,52,65,117,242,43,97,43,82,68,81,33,18,98,109,174,2258,756,79,102,51,144,46,40,96,58,32,27,269,34,90,45,8,8,65,97,88,5,132,60,17,25,31,30,11,11,2,7,25,45,52,13,6,19,4,12,34,1,1,47,5,6,3,1,1
2020-10-02,16831,358,187,3896,586,457,135,1176,6746,1100,904,297,514,1264,2080,154,42,1168,435,97,212,197,19,165,798,291,150,176,84,52,70,124,247,44,99,45,83,73,82,37,18,100,111,187,2288,762,79,104,55,145,48,40,98,58,35,26,269,36,96,47,12,8,65,103,93,5,133,60,17,28,31,30,13,11,2,7,25,46,54,13,6,20,4,13,34,1,1,49,5,6,3,1,1
