,Ramsey,Carver,Anoka,Olmsted,Dakota,Hennepin,Stearns,Wright,Renville,Waseca,Washington,Benton,Blue Earth,Martin,Nicollet,Rice,Mower,Scott,Chisago,Clay,Fillmore,Dodge,Jackson,St. Louis,Steele,Unknown,Wabasha,Le Sueur,Big Stone,Cass,Lac qui Parle,Sherburne,Goodhue,Winona,Kandiyohi,Sibley,Wilkin,Beltrami,Faribault,Lincoln,Mahnomen,Clearwater,Cottonwood,Douglas,Isanti,Otter Tail,Itasca,Meeker,Watonwan,Brown,Carlton,Lyon,Traverse,Crow Wing,Freeborn,Yellow Medicine,Koochiching,McLeod,Polk,Houston,Pipestone,Murray,Redwood,Roseau,Swift,Pine,Nobles,Becker,Red Lake,Rock,Todd,Norman,Mille Lacs,Aitkin,Kittson,Marshall,Morrison,Chippewa,Pennington,Wadena,Kanabec,Grant,Pope,Lake,Hubbard,Stevens,Cook,Lake of the Woods
2020-08-11,268,3,115,23,106,839,20,5,5,0,45,3,5,5,13,8,2,20,1,40,0,0,0,19,2,41,0,1,0,2,0,8,9,16,1,2,3,0,0,0,1,0,0,1,0,3,12,2,0,2,0,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,6,1,0,0,2,0,3,1,0,0,1,1,1,0,1,3,0,0,0,0,0,0
2020-08-12,269,3,115,23,106,840,20,5,5,0,47,3,5,5,13,8,2,22,1,40,0,0,0,20,2,46,0,1,0,2,0,10,9,16,1,2,3,0,0,0,1,0,0,2,0,3,12,2,1,2,0,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,6,1,0,0,2,0,3,1,0,0,1,1,1,0,2,3,0,0,0,0,0,0
2020-08-13,270,3,115,23,106,842,20,5,5,1,48,3,5,5,13,8,2,22,1,40,0,0,0,20,2,46,0,1,0,2,0,10,9,16,1,2,3,0,0,0,1,0,0,2,0,4,12,2,1,2,0,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,7,1,0,0,2,0,3,1,0,0,1,1,1,0,2,3,0,0,0,0,0,0
2020-08-14,270,3,115,23,106,845,20,5,5,1,48,3,6,5,13,8,2,22,1,40,0,0,0,20,2,46,0,1,0,3,0,10,9,16,1,2,3,0,0,0,1,0,0,1,0,4,12,2,2,2,0,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,9,1,0,0,2,0,3,1,0,0,1,1,1,0,2,4,0,0,0,0,0,0
2020-08-15,272,3,115,23,106,846,20,5,5,1,48,3,6,6,13,8,2,22,1,40,0,0,0,20,2,46,0,1,0,3,0,10,9,17,1,2,3,0,0,0,1,0,0,1,0,4,12,2,2,2,0,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,9,1,0,0,2,0,3,1,0,0,1,1,1,0,3,4,0,0,0,0,0,0
2020-08-16,274,3,115,23,106,848,20,5,5,1,48,3,6,6,13,8,2,23,1,40,0,0,0,21,2,46,0,1,0,3,0,10,9,17,1,2,3,0,0,0,1,0,0,1,0,4,12,2,2,2,1,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,9,1,0,0,2,0,3,1,0,0,1,1,1,0,3,4,0,0,0,0,0,0
2020-08-17,274,3,115,23,106,851,21,5,5,1,48,3,5,6,13,8,2,24,1,40,0,0,0,21,2,46,0,2,0,3,0,10,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,2,2,1,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,9,1,0,0,2,0,3,1,0,0,1,1,1,0,3,4,0,0,0,0,0,0
2020-08-18,275,4,116,23,106,851,21,5,5,1,48,3,5,6,13,8,3,25,1,40,0,0,0,21,2,46,0,2,0,3,0,11,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,14,1,0,3,0,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,3,4,0,0,0,0,0,0
2020-08-19,279,4,116,24,108,855,21,6,5,1,51,3,5,6,13,8,3,25,1,40,0,0,0,21,2,46,0,2,0,3,0,11,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,14,1,0,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-20,280,4,116,24,108,860,21,6,5,1,51,3,5,6,13,8,3,25,1,40,0,0,0,21,2,46,0,2,0,3,0,11,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,15,1,0,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-21,282,4,116,24,109,862,21,6,5,1,51,3,5,6,14,8,3,27,1,40,0,0,0,21,2,46,0,2,0,3,0,11,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,15,1,0,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-22,285,4,116,24,109,865,21,6,5,1,51,3,5,6,14,8,3,27,1,40,0,0,0,21,2,46,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,16,1,0,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-23,285,4,117,24,110,866,21,6,6,1,51,3,5,6,14,8,3,27,1,40,0,0,0,22,2,46,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-24,286,4,117,24,110,867,21,6,6,2,51,3,5,6,14,8,3,28,1,40,0,0,0,22,2,46,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,3,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,11,1,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-25,287,4,118,24,110,868,21,6,6,2,51,3,5,6,14,8,3,28,1,40,0,0,0,23,2,46,0,2,0,3,0,13,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,12,2,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-26,291,4,119,24,110,873,21,6,6,2,53,3,5,6,15,8,3,29,1,40,0,0,0,23,2,49,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-27,296,4,120,24,110,877,21,6,6,2,54,3,5,6,15,8,3,31,1,40,0,0,0,23,2,49,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-28,298,4,120,24,110,878,22,6,6,2,54,3,5,6,15,8,3,31,1,40,0,0,0,23,2,49,0,2,0,3,0,12,9,17,1,2,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,4,4,0,0,0,0,0,0
2020-08-29,298,4,121,24,110,879,22,6,6,2,54,3,5,6,15,8,3,31,1,40,0,0,0,23,2,49,0,2,0,3,0,12,9,17,1,3,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,5,4,0,0,0,0,0,0
2020-08-30,298,4,121,24,110,879,22,6,6,2,54,3,5,6,15,8,3,31,1,40,0,0,1,23,2,49,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,5,4,0,0,0,0,0,0
2020-08-31,298,4,121,24,110,879,22,6,6,3,54,3,5,6,15,8,3,31,1,40,0,0,1,23,2,49,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,1,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,5,4,0,0,0,0,0,0
2020-09-01,298,4,121,24,111,881,22,6,6,3,54,3,5,6,15,8,3,32,1,40,0,0,1,23,2,49,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,5,4,0,0,0,1,0,0
2020-09-02,299,4,121,24,112,883,22,6,6,3,54,3,5,7,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,12,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,6,4,0,0,0,1,0,0
2020-09-03,299,5,121,25,113,885,22,6,6,3,54,3,5,7,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,0,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-04,301,5,123,25,113,888,22,6,6,3,54,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-05,302,5,123,25,114,889,22,6,6,3,55,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,1,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-06,302,5,124,25,115,891,22,6,6,3,55,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-07,302,6,125,25,115,891,22,6,6,4,55,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-08,303,6,125,25,115,892,22,6,6,4,55,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,2,0,3,0,13,9,17,1,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-09,303,6,125,25,117,895,23,6,6,4,55,3,5,9,15,8,3,32,1,40,0,0,1,24,2,52,0,3,0,3,0,13,9,17,1,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,16,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,6,4,0,0,0,1,0,1
2020-09-10,305,7,125,26,120,896,23,6,6,6,55,3,5,9,16,8,3,32,1,40,0,0,1,25,2,52,0,3,0,3,0,13,9,17,1,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,18,1,1,3,1,4,0,9,2,0,0,1,0,13,2,0,0,2,0,3,1,0,1,1,1,1,0,7,4,0,0,0,1,0,1
2020-09-11,308,7,126,26,120,901,23,6,6,6,55,3,6,9,16,8,3,32,1,40,0,0,1,25,2,52,0,3,0,3,0,13,9,17,2,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,3,0,18,1,1,3,1,4,0,9,2,0,0,1,0,15,2,0,0,2,0,3,1,0,1,1,1,1,0,7,4,0,0,0,1,0,1
2020-09-12,310,7,128,26,120,903,23,6,6,6,55,3,6,9,16,8,4,32,1,40,0,0,1,26,2,52,0,3,0,3,0,13,9,17,2,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,1,1,3,1,4,0,9,2,0,0,1,0,15,2,0,0,2,0,3,1,0,1,1,1,1,0,7,4,0,0,0,1,0,1
2020-09-13,313,7,129,26,120,906,23,6,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,28,2,52,0,3,0,3,0,13,9,17,2,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,2,1,3,1,4,0,9,2,0,0,1,0,15,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-14,313,7,129,26,120,907,23,7,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,28,2,52,0,3,0,3,0,13,9,17,2,3,3,3,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,2,1,3,2,4,0,9,2,0,0,1,0,15,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-15,313,7,129,26,122,908,23,7,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,28,2,52,0,3,0,3,0,13,9,17,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,1,3,2,4,0,9,2,0,0,1,0,15,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-16,314,7,130,26,123,909,23,7,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,28,2,52,0,3,0,3,0,13,9,18,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,1,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-17,314,7,131,26,124,915,23,7,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,29,2,52,0,3,0,3,0,13,9,18,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,1,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-18,316,7,132,27,125,917,23,7,6,8,55,3,6,9,16,8,4,32,1,40,0,0,1,29,2,52,0,3,0,3,0,13,9,18,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,2,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-19,318,7,132,27,125,921,23,7,6,8,55,3,6,9,16,8,4,33,1,40,0,0,1,33,2,52,0,4,0,3,0,14,9,18,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,2,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-20,318,7,132,27,125,922,23,7,6,8,55,3,6,9,16,8,4,33,1,40,0,0,1,34,2,52,0,4,0,3,0,14,9,18,2,3,3,4,0,0,1,0,0,1,0,4,13,2,4,2,1,4,0,18,3,2,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-21,318,7,132,27,125,922,23,7,7,8,55,3,6,9,16,8,5,33,1,40,0,0,1,34,2,52,0,4,0,3,0,14,9,18,2,3,3,5,0,0,1,0,0,2,0,4,13,2,4,2,1,4,0,18,3,2,3,2,4,0,9,2,0,0,1,0,16,2,0,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,0,1,0,1
2020-09-22,318,7,132,27,125,923,24,7,7,8,55,3,6,10,16,8,5,33,1,40,0,0,1,36,2,52,0,4,0,3,1,14,9,18,2,3,3,5,0,0,1,0,0,2,0,4,13,2,4,2,1,4,0,18,3,2,3,2,4,0,10,2,1,0,1,0,16,2,1,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,1,1,0,1
2020-09-23,318,7,132,27,125,926,24,7,7,8,55,3,6,10,16,8,5,33,1,40,0,0,1,38,2,52,0,4,0,3,1,14,9,18,2,3,3,5,0,0,1,0,0,2,0,4,14,2,4,2,1,4,0,18,3,2,3,2,4,0,10,2,1,0,1,0,16,2,1,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,1,1,0,1
2020-09-24,319,7,132,28,125,926,24,7,7,8,55,3,6,10,16,8,5,33,1,40,0,0,1,39,2,52,0,4,0,3,1,14,9,18,2,3,3,5,0,0,1,0,0,2,0,4,14,2,4,2,1,4,0,18,3,2,3,2,4,0,10,2,1,0,1,0,16,2,1,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,1,1,0,1
2020-09-25,319,7,133,28,125,928,24,7,8,8,55,3,6,10,16,8,5,33,1,40,0,0,1,39,2,52,0,4,0,4,1,14,9,18,2,3,3,5,0,0,1,0,0,2,0,4,14,2,4,2,1,4,0,18,4,2,3,2,4,0,10,2,1,0,1,0,16,2,1,0,2,0,3,1,0,1,1,1,1,0,8,4,0,0,1,1,0,1
2020-09-26,320,7,133,28,126,930,24,7,8,8,55,3,6,10,16,8,5,33,1,40,0,0,1,41,2,52,0,4,0,4,1,14,9,18,2,3,3,5,0,0,1,0,0,2,1,4,14,2,4,2,1,4,0,18,4,2,3,2,4,0,10,2,3,0,1,0,16,2,1,0,2,0,3,1,0,1,2,1,1,0,8,4,0,0,1,1,0,1
2020-09-27,320,7,135,28,126,931,24,7,8,8,55,3,6,10,17,8,5,33,1,40,0,0,1,41,2,52,0,4,0,4,1,14,9,18,2,3,3,5,0,0,1,0,0,2,1,4,14,2,4,2,1,4,0,18,4,2,3,2,4,0,10,2,3,0,1,0,16,2,1,0,2,0,3,1,0,1,2,1,1,0,8,4,0,0,1,1,0,1
2020-09-28,322,7,137,28,126,932,24,7,8,8,55,3,6,10,17,8,5,33,1,41,0,0,1,41,2,52,0,4,0,4,1,14,9,18,2,3,3,5,0,0,1,0,0,2,1,4,15,2,4,2,1,4,0,18,4,2,3,2,4,0,10,2,3,0,1,0,16,2,1,0,2,0,3,1,0,1,2,1,1,0,8,4,0,0,1,1,0,1
2020-09-29,323,7,137,28,126,932,24,7,8,8,55,3,6,11,17,8,6,33,1,41,0,0,1,42,2,52,0,4,0,4,1,14,9,18,3,3,3,5,0,0,1,0,0,2,1,4,15,2,4,2,1,4,0,18,4,2,3,2,4,0,10,2,3,0,1,0,16,2,1,0,2,0,3,1,0,1,2,1,1,0,8,4,0,0,1,1,0,1
2020-09-30,325,7,138,28,127,936,25,7,8,8,55,3,7,11,17,8,6,33,1,41,0,0,1,42,2,53,0,4,0,4,1,14,9,18,3,3,3,5,0,0,1,0,0,2,1,4,16,2,4,2,1,4,0,18,4,3,4,2,4,0,10,2,5,0,1,0,16,2,1,1,2,0,3,1,0,1,2,1,1,0,8,4,0,0,1,1,0,1
2020-10-01,326,7,138,28,127,937,25,7,8,9,55,3,7,11,17,8,6,33,1,41,0,0,1,43,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,2,4,0,12,2,6,0,1,0,16,2,1,1,2,0,3,1,0,1,3,1,1,0,8,4,0,0,1,1,0,1
2020-10-02,326,7,138,28,127,940,25,7,8,9,56,3,7,12,17,8,6,33,1,41,0,0,1,46,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,2,4,0,13,3,6,0,1,0,16,2,1,1,2,0,3,1,0,1,3,1,1,0,8,4,0,0,1,1,0,1
2020-10-03,326,7,139,28,129,942,25,8,8,9,57,3,7,12,17,8,6,33,1,41,0,0,1,49,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,2,4,0,14,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-04,326,7,140,28,130,944,26,8,8,9,58,3,7,12,17,8,6,33,2,41,0,0,1,49,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,2,4,0,14,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-05,328,7,140,28,130,944,26,8,8,9,58,3,7,12,17,8,6,33,2,41,0,0,1,49,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,3,4,0,14,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-06,328,7,141,28,130,944,26,8,8,9,59,3,7,12,17,8,6,34,2,42,0,0,1,49,2,53,0,4,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,3,4,0,14,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-07,330,7,141,28,130,946,27,9,9,9,60,4,7,13,17,8,6,34,2,42,0,0,1,52,2,53,0,5,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,3,4,0,14,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-08,331,7,142,28,130,947,28,9,9,9,60,4,7,13,17,8,7,34,2,42,0,0,1,52,2,53,0,5,0,4,2,15,9,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,3,4,0,15,3,7,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-09,333,7,142,28,130,951,29,10,9,9,61,4,7,14,17,8,7,34,2,42,0,0,1,53,2,53,0,5,0,4,2,16,10,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,4,0,18,4,3,4,3,4,0,15,3,8,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-10,335,7,142,28,130,951,30,10,9,9,62,4,7,14,17,8,7,34,2,42,0,0,1,55,2,53,0,5,0,4,2,16,11,18,3,3,3,5,0,0,1,0,0,3,1,6,16,2,4,2,1,5,0,20,4,3,4,3,4,0,15,3,8,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-11,335,7,143,28,132,953,29,10,10,9,62,4,7,14,17,8,7,34,2,42,0,0,1,55,2,53,0,5,0,4,2,16,11,18,4,3,3,5,0,0,1,0,0,3,1,6,16,3,4,3,1,5,0,20,4,4,4,3,4,1,15,3,8,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-12,335,7,144,28,132,954,29,10,10,9,62,4,7,14,17,8,7,34,2,42,0,0,1,55,2,53,0,5,0,4,2,16,11,18,4,3,3,6,0,0,1,0,0,3,1,6,16,3,4,3,1,5,0,20,4,4,4,3,4,1,15,3,8,0,1,0,16,2,1,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-13,335,7,144,28,132,955,31,10,10,9,62,4,7,16,17,8,7,34,2,42,0,0,1,55,2,53,0,5,0,4,2,16,11,18,4,3,4,6,0,0,1,0,0,3,1,6,16,3,4,3,1,5,0,20,4,4,4,3,4,1,15,3,8,0,1,0,16,2,2,1,2,0,3,1,0,1,3,2,1,0,9,4,0,0,1,1,0,1
2020-10-14,337,7,144,29,133,959,33,11,10,9,64,4,7,16,17,8,7,34,2,43,0,0,1,55,2,59,0,5,0,4,2,18,11,18,4,3,4,6,0,0,1,0,0,3,3,6,16,3,4,3,1,5,0,21,4,4,4,3,4,1,16,3,9,0,1,0,16,2,2,1,2,0,4,1,0,1,4,2,1,0,9,4,0,0,1,1,0,1
2020-10-15,338,7,147,29,133,962,33,12,10,9,66,4,7,16,17,8,7,34,2,43,0,0,1,56,2,60,0,5,0,4,2,20,11,18,4,3,4,6,0,0,1,0,0,3,3,6,16,3,4,3,1,5,0,21,4,4,4,3,4,1,16,3,9,0,1,0,16,2,2,1,2,0,7,1,0,1,4,2,1,0,10,4,0,0,2,1,0,1
2020-10-16,341,7,147,29,133,962,33,13,11,9,66,4,7,16,17,8,11,34,2,43,0,0,1,61,2,53,0,5,0,4,2,20,11,18,4,3,4,7,0,0,1,0,0,3,3,6,17,3,4,3,1,6,0,21,4,5,4,3,4,1,16,3,10,0,1,0,16,2,2,1,2,0,7,1,0,1,5,2,1,0,10,4,0,0,2,1,0,1
2020-10-17,341,7,147,29,133,962,33,13,11,9,66,4,7,16,17,8,11,34,2,43,0,0,1,62,2,53,0,5,0,5,2,20,11,18,4,3,4,7,0,0,1,0,0,3,3,6,17,3,4,3,1,6,0,21,4,5,4,3,4,1,16,3,10,0,1,0,16,3,2,1,2,0,7,1,0,1,6,3,1,0,10,4,0,0,2,1,0,1
2020-10-18,346,7,148,29,133,965,34,14,11,9,67,5,7,16,17,9,12,34,2,43,0,0,1,63,2,53,0,5,0,5,2,21,11,18,4,3,4,7,0,0,1,0,0,3,3,6,17,3,4,3,1,6,0,21,4,5,4,3,4,1,16,3,10,0,1,0,16,3,2,1,2,0,7,1,0,1,6,3,1,0,10,4,0,0,2,1,0,1
2020-10-19,347,7,148,29,133,965,35,14,11,9,67,5,7,16,17,9,12,34,2,43,0,0,1,63,2,53,0,5,0,5,2,21,11,18,4,3,4,7,0,0,1,0,0,3,3,6,17,3,4,3,1,6,0,21,4,5,4,3,4,1,16,3,11,0,1,0,16,3,2,1,2,0,8,2,0,1,6,3,1,0,10,4,0,0,2,1,0,1
2020-10-20,347,7,148,29,134,966,36,14,11,9,67,5,7,16,17,9,13,34,2,43,0,0,1,63,2,53,0,5,0,5,2,21,11,18,4,3,4,7,0,0,1,0,0,3,3,6,17,3,4,3,1,6,0,21,4,5,4,3,4,1,16,3,11,0,1,0,16,3,2,1,3,0,10,2,0,1,6,3,1,0,10,4,0,0,2,1,0,1
2020-10-21,352,7,150,29,136,974,40,14,11,9,68,5,7,16,17,9,15,34,2,43,0,0,1,65,2,53,0,5,0,5,3,21,11,18,4,3,4,7,0,0,1,0,0,3,4,6,17,3,4,3,1,6,0,21,4,5,4,4,4,1,16,3,11,0,1,0,16,3,2,1,5,0,11,2,0,1,8,3,1,1,10,4,0,0,2,1,0,1
2020-10-22,355,7,150,30,136,980,41,14,11,9,68,7,7,16,17,9,15,34,2,43,0,0,1,65,2,53,0,5,0,5,3,21,11,18,5,3,4,7,0,0,1,0,0,3,5,6,17,3,4,3,1,6,0,21,4,5,4,4,4,1,16,3,11,0,1,0,16,3,2,3,5,0,13,2,0,1,8,3,1,2,10,4,0,0,2,1,0,1
