,Hillsborough,Manatee,Santa Rosa,Broward,Lee,Charlotte,Okaloosa,Volusia,Alachua,Collier,Nassau,Pasco,Pinellas,Miami-Dade,St. Johns,Clay,Duval,Palm Beach,Sarasota,Seminole,Orange,Osceola,Baker,Citrus,Escambia,Lake,Brevard,Polk,Leon,Sumter,Walton,Hernando,Indian River,Jackson,Martin,Monroe,Bay,Highlands,Marion,Putnam,St. Lucie,Bradford,Columbia,DeSoto,Flagler,Unknown,Gadsden,Washington,Levy,Suwannee,Hendry,Glades,Wakulla,Holmes,Calhoun,Union,Gulf,Hardee,Madison,Okeechobee,Franklin,Dixie,Jefferson,Hamilton,Gilchrist,Taylor,Lafayette,Liberty
2020-08-23,35721,10170,4443,69136,18008,2519,3954,8914,4950,11245,1498,7758,19431,151985,4153,3672,25558,40568,7021,7756,34661,10732,1117,1969,10790,6046,6912,16251,5850,1717,1578,2441,2747,2229,4083,1693,5144,1735,8007,1723,6628,649,3214,1451,1248,838,2181,975,855,2356,1934,444,854,587,537,530,796,1059,830,1202,511,659,491,672,439,1154,1164,420
2020-08-24,35814,10209,4462,69383,18063,2538,3964,8952,4981,11268,1512,7777,19478,152611,4160,3690,25658,40744,7016,7778,34780,10772,1118,1970,10832,6089,6946,16322,5907,1718,1580,2449,2756,2236,4091,1694,5181,1740,8046,1725,6651,660,3226,1450,1257,851,2193,978,858,2357,1938,444,859,589,538,533,800,1064,832,1202,519,660,491,673,441,1158,1165,424
2020-08-25,35953,10241,4483,69584,18139,2569,3997,8997,5023,11351,1522,7807,19522,153384,4197,3734,25732,40851,7042,7811,34909,10804,1118,1980,10871,6122,6972,16388,5932,1724,1588,2476,2766,2282,4112,1695,5195,1747,8092,1730,6720,663,3249,1454,1266,862,2210,989,868,2363,1945,448,863,600,546,535,801,1066,834,1208,520,677,492,677,442,1164,1164,426
2020-08-26,36157,10278,4523,69883,18216,2582,4019,9069,5053,11376,1533,7868,19605,154134,4219,3759,25879,41011,7066,7839,35082,10844,1132,1996,10944,6163,7040,16498,5974,1742,1601,2493,2780,2292,4173,1700,5237,1756,8172,1740,6773,673,3269,1457,1275,886,2239,990,874,2377,1948,451,869,600,546,547,801,1073,841,1210,522,681,493,681,443,1171,1169,427
2020-08-27,36354,10310,4566,70147,18331,2602,4054,9126,5082,11471,1574,7915,19681,154756,4239,3809,26017,41193,7091,7896,35244,10892,1136,2031,10999,6213,7092,16569,6066,1754,1612,2506,2801,2301,4222,1704,5289,1781,8261,1750,6822,692,3295,1460,1279,911,2253,995,886,2388,1955,452,873,609,547,561,806,1083,844,1211,527,685,493,686,447,1183,1177,426
2020-08-28,36574,10340,4592,70513,18460,2622,4093,9174,5117,11517,1620,7949,19740,155417,4263,3864,26169,41556,7136,7934,35448,10988,1143,2054,11066,6275,7132,16692,6144,1819,1622,2516,2811,2314,4362,1714,5315,1795,8321,1757,6896,705,3316,1468,1288,959,2267,998,891,2406,1957,453,880,616,554,569,818,1083,852,1219,529,697,496,692,451,1185,1184,431
2020-08-29,36784,10391,4634,70764,18583,2635,4123,9223,5165,11570,1643,7989,19813,156037,4286,3910,26284,41728,7162,7979,35612,11055,1148,2069,11121,6345,7182,16803,6193,1832,1628,2560,2827,2327,4420,1719,5341,1811,8424,1763,6939,717,3331,1472,1302,984,2289,1002,899,2424,1960,453,884,619,559,572,819,1091,860,1234,537,702,495,695,457,1195,1189,432
2020-08-30,37013,10418,4659,70950,18633,2656,4133,9244,5193,11604,1659,8028,19888,156558,4321,3960,26391,41863,7193,8006,35769,11091,1151,2082,11151,6385,7201,16894,6293,1848,1636,2601,2834,2335,4450,1727,5355,1821,8469,1774,6975,729,3335,1478,1310,998,2316,1006,907,2431,1969,454,886,622,568,592,824,1092,867,1239,542,712,498,697,460,1199,1202,433
2020-08-31,37136,10426,4671,71121,18672,2677,4153,9283,5196,11609,1704,8048,19929,156909,4332,4092,26460,41963,7207,8029,35901,11134,1153,2095,11183,6396,7234,17011,6320,1852,1638,2615,2835,2336,4497,1734,5363,1823,8496,1780,6992,738,3340,1489,1312,1000,2323,1006,911,2439,1975,456,888,622,570,594,824,1097,868,1243,544,719,500,699,464,1200,1204,433
2020-09-01,37458,10490,4714,72245,18823,2713,4198,9417,5251,11796,1728,8135,20026,159058,4389,4155,26683,42385,7239,8173,36399,11260,1164,2124,11256,6538,7378,17159,6474,1881,1662,2685,2858,2385,4533,1743,5399,1838,8582,1790,7120,753,3379,1493,1323,1027,2360,1009,921,2455,1979,458,896,640,571,603,827,1104,877,1248,549,735,502,703,468,1208,1204,436
2020-09-02,37668,10532,4763,72371,18877,2729,4244,9483,5303,11819,1729,8165,20080,159399,4413,4127,26807,42516,7281,8198,36487,11298,1212,2145,11312,6581,7423,17292,6596,1914,1678,2710,2863,2414,4509,1747,5417,1846,8633,1805,7156,764,3381,1501,1329,1057,2366,1017,923,2464,1981,459,928,654,573,619,829,1108,877,1250,551,738,504,703,468,1207,1205,436
2020-09-03,37821,10557,4812,72634,18959,2744,4277,9589,5345,11853,1765,8198,20177,159977,4485,4179,27241,42641,7305,8240,36667,11342,1231,2166,11360,6622,7464,17418,6874,1957,1694,2721,2871,2428,4514,1753,5455,1854,8675,1818,7193,797,3387,1503,1340,1083,2386,1023,927,2471,1983,458,937,662,575,636,834,1121,887,1267,560,749,506,707,472,1215,1207,436
2020-09-04,37981,10601,4845,72880,19017,2762,4327,9648,5409,11893,1777,8230,20259,160468,4535,4214,27405,42760,7338,8299,36826,11406,1238,2211,11418,6683,7532,17566,7148,1985,1703,2742,2884,2445,4530,1754,5473,1873,8738,1829,7234,818,3402,1503,1367,1089,2413,1024,930,2490,1987,460,942,676,583,644,836,1125,898,1271,562,757,510,709,474,1217,1210,440
2020-09-05,38262,10633,4891,73112,19098,2778,4360,9735,5498,11951,1794,8267,20355,161017,4587,4251,27544,42903,7378,8325,36965,11472,1248,2297,11482,6754,7598,17693,7475,2021,1723,2764,2894,2478,4545,1758,5491,1888,8794,1842,7272,835,3429,1522,1393,1095,2521,1029,935,2495,1994,460,947,677,587,654,842,1150,907,1279,565,769,513,711,479,1223,1211,444
2020-09-06,38426,10656,4936,73293,19133,2793,4381,9772,5582,11994,1816,8316,20425,161362,4634,4287,27635,43065,7410,8361,37073,11517,1259,2314,11521,6787,7633,17799,7704,2042,1741,2788,2902,2482,4548,1764,5510,1909,8859,1856,7308,850,3438,1523,1412,1103,2531,1031,941,2501,1994,460,954,686,587,664,843,1166,922,1283,568,768,518,723,480,1226,1212,446
2020-09-07,38545,10673,4950,73426,19175,2811,4409,9816,5633,12024,1839,8338,20474,161636,4675,4306,27734,43185,7434,8382,37151,11542,1271,2334,11544,6824,7656,17863,7824,2048,1748,2781,2911,2489,4551,1761,5522,1921,8880,1864,7341,854,3439,1524,1454,1105,2536,1031,945,2506,2000,463,961,689,587,690,846,1175,926,1284,569,770,517,727,480,1230,1213,449
2020-09-08,38652,10699,4958,73556,19209,2822,4427,9862,5722,12049,1850,8357,20526,162025,4699,4317,27802,43307,7457,8412,37246,11560,1273,2339,11575,6841,7689,17932,7942,2049,1747,2785,2921,2506,4560,1762,5534,1935,8881,1867,7366,861,3455,1526,1464,1112,2539,1031,948,2511,2003,464,971,690,587,706,846,1177,926,1288,569,773,517,728,481,1231,1213,449
2020-09-09,38790,10729,4990,73696,19240,2821,4460,9878,5812,12071,1869,8381,20588,162432,4729,4282,27886,43420,7486,8437,37365,11594,1281,2355,11634,6871,7742,18025,8110,2060,1762,2787,2930,2528,4484,1763,5557,1945,8925,1874,7378,871,3458,1526,1475,1123,2548,1031,949,2517,2004,466,974,691,586,715,849,1185,935,1289,569,777,522,733,483,1233,1215,449
2020-09-10,38917,10772,5026,73869,19308,2827,4501,9931,5898,12096,1880,8411,20655,162893,4759,4308,28051,43530,7500,8459,37472,11634,1286,2386,11702,6921,7787,18121,8272,2069,1774,2821,2942,2547,4526,1767,5583,1947,8967,1889,7404,881,3467,1526,1484,1124,2554,1039,956,2519,2005,468,977,692,588,731,851,1190,956,1295,572,781,525,733,485,1233,1215,468
2020-09-11,39138,10803,5087,74084,19369,2849,4550,10027,6029,12132,1891,8464,20795,163374,4813,4411,28230,43722,7533,8492,37700,11684,1301,2411,11766,6972,7861,18228,8588,2086,1790,2843,2962,2565,4527,1778,5622,1974,9043,1920,7469,903,3485,1530,1504,1027,2574,1041,959,2529,2008,470,994,696,593,779,855,1202,974,1313,574,788,529,747,486,1239,1219,472
2020-09-12,39298,10868,5103,74273,19450,2858,4578,10103,6241,12169,1914,8507,20872,163789,4858,4534,28370,43871,7585,8532,37845,11740,1307,2443,11818,7021,7926,18337,8836,2101,1803,2856,2971,2593,4549,1780,5659,1986,9108,1935,7521,911,3503,1533,1533,1033,2582,1048,962,2534,2014,474,1001,699,596,790,858,1211,981,1325,578,788,530,749,485,1243,1219,475
2020-09-13,39450,10886,5126,74434,19487,2871,4619,10160,6401,12209,1929,8527,20922,164085,4887,4578,28458,44023,7619,8552,37938,11772,1319,2469,11867,7046,7960,18473,9024,2103,1812,2884,2983,2617,4558,1779,5682,1996,9146,1958,7544,929,3535,1534,1560,1035,2596,1047,963,2545,2018,475,1004,702,598,798,860,1224,988,1333,578,790,532,762,485,1245,1219,478
2020-09-14,39600,10932,5139,74525,19524,2877,4636,10197,6555,12234,1948,8551,20988,164298,4902,4593,28525,44137,7644,8568,38012,11807,1330,2477,11891,7063,7995,18523,9132,2107,1830,2894,2990,2618,4567,1787,5693,2005,9165,1964,7572,937,3540,1536,1571,1038,2604,1047,964,2546,2023,475,1023,707,599,795,861,1235,989,1335,581,792,534,763,486,1247,1220,479
2020-09-15,39751,10972,5157,74689,19565,2881,4675,10262,6657,12254,1960,8600,21081,164687,4928,4607,28632,44303,7671,8613,38146,11846,1341,2493,11944,7092,8050,18612,9270,2121,1840,2901,3000,2632,4607,1787,5719,2018,9217,1980,7633,945,3559,1539,1589,1556,2625,1048,971,2552,2026,476,1037,711,602,820,862,1242,989,1341,582,799,534,785,490,1261,1222,481
2020-09-16,39888,10985,5176,74832,19616,2895,4694,10307,6814,12272,1978,8640,21152,165146,4952,4629,28756,44457,7709,8635,38241,11883,1353,2508,11973,7137,8097,18674,9394,2129,1853,2925,3011,2644,4613,1791,5732,2024,9235,1990,7661,963,3577,1540,1597,1566,2631,1051,972,2553,2028,482,1045,711,602,824,863,1252,993,1357,584,804,536,794,491,1266,1227,483
2020-09-17,40126,11041,5192,75048,19732,2901,4705,10364,6994,12324,1989,8680,21254,165594,4991,4672,28876,44681,7752,8694,38421,11919,1373,2541,11991,7173,8193,18783,9565,2137,1858,2941,3026,2673,4645,1799,5754,2037,9274,2017,7704,984,3592,1540,1614,1569,2655,1051,989,2563,2034,487,1057,717,605,839,864,1259,995,1376,588,814,540,807,493,1270,1227,485
2020-09-18,40349,11087,5190,75266,19806,2922,4718,10413,7199,12368,1999,8729,21359,165979,5037,4723,29056,44904,7795,8742,38622,11975,1388,2586,11996,7220,8264,18915,9729,2140,1861,2974,3049,2683,4666,1801,5767,2046,9329,2023,7742,1000,3604,1543,1631,1575,2679,1053,992,2577,2037,491,1065,720,605,858,865,1268,1000,1409,589,815,542,824,498,1280,1228,487
2020-09-19,40587,11158,5200,75499,19883,2943,4732,10495,7382,12423,2010,8816,21440,166515,5070,4765,29241,45154,7848,8794,38817,12049,1401,2606,12015,7262,8352,19035,9837,2154,1870,2999,3072,2706,4722,1804,5802,2068,9401,2042,7787,1017,3627,1545,1642,1592,2692,1056,1001,2595,2043,497,1079,727,607,874,865,1274,1001,1443,592,822,544,826,502,1286,1230,490
2020-09-20,40751,11210,5215,75682,19963,2953,4745,10519,7502,12466,2024,8865,21498,166880,5102,4811,29381,45327,7877,8836,38970,12107,1410,2623,12033,7293,8395,19126,9937,2163,1875,3023,3087,2722,4739,1809,5839,2078,9431,2054,7808,1027,3644,1549,1653,1598,2704,1059,1004,2609,2046,500,1086,727,607,884,866,1297,1004,1453,596,823,546,827,501,1286,1230,491
2020-09-21,40898,11241,5219,75801,20024,2957,4749,10537,7581,12487,2031,8893,21561,167152,5112,4831,29449,45423,7903,8860,39055,12139,1412,2646,12043,7313,8429,19243,9989,2164,1877,3031,3099,2727,4759,1808,5878,2081,9453,2060,7822,1033,3649,1549,1662,1600,2711,1059,1006,2615,2046,502,1098,727,607,885,866,1299,1005,1464,596,826,546,830,501,1291,1230,491
2020-09-22,41016,11279,5227,75944,20062,2965,4768,10614,7651,12520,2036,8934,21620,167514,5143,4862,29580,45600,7912,8887,39231,12209,1417,2660,12069,7339,8502,19339,10124,2180,1905,3037,3111,2750,4780,1811,5896,2104,9491,2067,7846,1043,3667,1550,1675,1613,2738,1062,1009,2640,2046,505,1103,728,608,895,871,1306,1007,1489,600,827,548,835,505,1302,1231,496
2020-09-23,41178,11327,5236,76146,20123,2978,4801,10651,7735,12565,2053,8988,21701,167879,5167,4895,29717,45741,7948,8911,39411,12249,1426,2684,12103,7365,8578,19452,10203,2196,1915,3064,3129,2768,4807,1813,5924,2111,9541,2088,7875,1054,3690,1551,1687,1623,2738,1064,1012,2657,2051,513,1106,735,608,903,871,1313,1009,1501,604,828,550,840,505,1307,1232,497
2020-09-24,41351,11352,5259,76329,20190,3001,4835,10689,7862,12588,2062,9040,21765,168271,5196,4920,29845,45864,8009,8909,39559,12288,1435,2702,12142,7394,8636,19551,10277,2205,1921,3084,3145,2773,4832,1817,5968,2121,9590,2102,7910,1067,3733,1555,1704,1645,2749,1068,1017,2662,2056,517,1106,741,610,914,873,1322,1010,1504,611,831,552,841,506,1310,1234,505
2020-09-25,41506,11393,5279,76520,20243,3013,4883,10738,7960,12617,2075,9101,21845,168774,5235,4966,29965,46021,8065,8946,39716,12354,1449,2722,12181,7420,8728,19647,10365,2210,1937,3107,3169,2791,4860,1828,5999,2127,9626,2107,7952,1081,3757,1556,1715,1654,2769,1068,1022,2674,2063,523,1118,744,612,926,875,1331,1013,1521,614,831,555,849,507,1317,1234,510
2020-09-26,41722,11436,5296,76700,20325,3030,4917,10789,8060,12656,2080,9162,21964,169143,5279,5001,30114,46181,8107,8972,39874,12395,1467,2737,12219,7444,8800,19765,10436,2217,1952,3120,3197,2801,4880,1834,6040,2148,9668,2120,7993,1090,3774,1561,1722,1669,2789,1072,1033,2685,2069,538,1122,752,614,935,875,1354,1013,1537,614,831,555,849,510,1321,1233,516
2020-09-27,41826,11458,5314,76854,20376,3039,4952,10815,8109,12681,2097,9204,22004,169425,5308,5077,30207,46281,8142,8998,39972,12438,1470,2745,12243,7466,8841,19849,10481,2222,1958,3126,3219,2810,4890,1835,6057,2156,9708,2127,8000,1099,3787,1563,1726,1687,2796,1076,1035,2714,2069,540,1126,753,615,955,875,1358,1014,1554,614,832,557,849,511,1322,1233,516
2020-09-28,41947,11486,5312,76874,20387,3046,4970,10834,8164,12692,2100,9233,22049,169465,5334,5091,30264,46308,8147,9009,39989,12455,1472,2743,12249,7475,8848,19888,10490,2228,1959,3127,3225,2811,4894,1837,6063,2160,9713,2130,8009,1102,3790,1565,1729,1690,2796,1077,1037,2717,2069,540,1126,753,615,956,875,1361,1022,1556,613,832,562,850,511,1324,1233,516
2020-09-29,42118,11546,5331,77122,20444,3074,5009,10898,8230,12732,2116,9279,22129,170085,5364,5127,30418,46483,8177,9053,40223,12513,1475,2763,12319,7517,8983,19974,10606,2251,1970,3150,3243,2822,4908,1845,6106,2170,9760,2139,8054,1127,3828,1566,1744,1712,2827,1077,1040,2732,2072,541,1139,755,616,966,875,1364,1022,1566,626,834,563,853,512,1327,1233,517
2020-09-30,42248,11579,5354,77220,20515,3082,5035,10945,8293,12751,2127,9322,22181,170399,5391,5151,30548,46550,8189,9097,40328,12556,1484,2783,12353,7542,9049,20032,10644,2313,1977,3175,3254,2833,4927,1847,6124,2177,9774,2141,8091,1129,3836,1571,1751,1730,2832,1084,1044,2739,2076,542,1142,756,620,969,875,1366,1017,1575,627,835,560,859,513,1329,1233,517
2020-10-01,42380,11619,5378,77433,20585,3097,5081,10991,8352,12789,2139,9371,22266,170881,5423,5193,30666,46696,8233,9107,40484,12605,1492,2793,12393,7567,9154,20120,10709,2397,1989,3194,3279,2840,4942,1855,6146,2186,9806,2145,8120,1135,3852,1573,1762,1742,2839,1084,1046,2745,2077,545,1147,756,622,980,879,1375,1017,1576,628,835,562,861,513,1338,1233,518
2020-10-02,42565,11681,5397,77631,20637,3105,5117,11031,8439,12811,2148,9411,22347,171390,5444,5219,30787,46831,8270,9153,40658,12690,1508,2798,12412,7606,9221,20217,10783,2416,1993,3215,3293,2852,4955,1856,6161,2206,9868,2152,8155,1138,3863,1577,1770,1754,2854,1087,1047,2756,2080,547,1149,759,629,986,881,1380,1018,1581,638,834,566,864,515,1343,1233,518
